A,B,C,D,LABEL
19.0,11197758400.0,19221467400.0,808726.0,0
,182676147094.0,,,0
20.0,268339276.0,370684840.0,4483970.0,0
1.0,,5000000.0,100246775.0,0
,16660000000.0,,288801089.0,0
,158625481284.0,,159128351.0,0
19.0,1038810796.0,2044923125.0,27310284.0,0
,,,9390000.0,0
,,,14496138.0,0
,,,1660040.0,0
54.0,1503751562.0,3077531418.0,,0
,,,1157437.0,0
,,,4132328.0,0
6.0,7042039510.0,7042039510.0,40342.0,0
,1450000000.0,,147382882.0,0
,121405500000.0,,305982616.0,0
,8250000000.0,,619049.0,0
7.0,82830500.0,125197000.0,36233093.0,0
84.0,5314143692.0,13351392040.0,,0
25.0,410218964.0,822506159.0,100932.0,0
,,,603040.0,0
10.0,60090157.0,183002157.0,24555070.0,0
,,,2596932.0,0
,1103695019495.0,,,0
2.0,5002500000.0,5002500000.0,300000.0,0
27.0,756920316.0,1240504980.0,103575.0,0
,38250240270.0,,0.0,0
,40890000000.0,,608137041.0,0
,1799502563466.0,,5918437.0,0
,1674077000.0,,691472.0,0
60.0,3348754338.0,5018571482.0,32162749.0,0
24.0,134694625.0,8238420031.0,878210.0,0
198.0,6001509008.0,10038784411.0,2275868.0,0
,9948000000.0,,518313855.0,0
,242797777950.0,,115415716.0,0
,,,4288275.0,0
69.0,7568186672.0,11018394292.0,22854368.4,0
,2725000000.0,,75701396.0,0
6.0,93017718.0,93017718.0,231806.0,0
,,,887810.0,0
,,,12861.0,0
,,,194274.0,0
,,,43887004.0,0
15.0,2273000000.0,5259000000.0,4458423.0,0
,,,1015091.0,0
1.0,70000000.0,70000000.0,1013134.0,0
,1323910852490.0,,3404522412.4,0
,258572054800.0,,,0
,2343709794.0,,,0
,,,204485067.0,0
,,,11849654.0,0
45.0,1184701470.0,1872341008.0,9452612.7,0
,300000000.0,,200706627.0,0
,,,3114260.0,0
,6866300000.0,,387498.0,0
,32247333000.0,,153476380.0,0
21.0,236475000.0,536475000.0,2387022.0,0
50.0,5724225861.0,11757786094.0,1323812694.0,0
1.0,79000000.0,79000000.0,79000000.0,0
,,,14056678.0,0
,126393370.0,,,0
,,,7885674.0,0
,,,100500036.0,0
17.0,,2012891408.0,124667.0,0
14.0,297700000.0,481070000.0,5096.0,0
112.0,1836817119.0,3657505137.0,,0
,36395700000.0,,44626385.0,0
,,,2100.0,0
33.0,8182468358.0,18955010438.0,86361015.0,0
34.0,277680785.0,289038889.0,598114.0,0
107.0,8372022151.0,14560559255.0,29748532.0,0
,7560000000.0,,109566809.0,0
76.0,2550549637.0,11275367638.0,2861496.0,0
1.0,40000000.0,40000000.0,4289804.0,0
,367501204000.0,,638962436.4,0
,,,401628594.0,0
,951245772000.0,,225661799.0,0
,,,,0
,,,999000.0,0
,,,419648.0,0
2.0,,46500000.0,13537954.0,0
,18361896476.0,,50969802.0,0
,341470034.0,,1760128.0,0
,2800000000.0,,722283.0,0
1.0,1000000.0,1000000.0,,0
7.0,213249510.0,213249510.0,401313.0,0
,4499253000.0,,725986.0,0
,,,68257.0,0
,,,14954559.0,0
,35672100000.0,,38407157.0,0
,,,2871.0,0
,,,73266.0,0
,10440000000.0,,15692214.0,0
,1681866019608.0,,,0
16.0,488000000.0,1161000000.0,51686850.0,0
,,,63938944.0,0
,1800000000.0,,27581477.0,0
,,,,0
,,,31484.0,0
,118944000000.0,,443212727.9,0
,,,10969321.0,0
16.0,,2619878130.0,1112467.0,0
,,,,0
,6946000000.0,,1187477.0,0
1.0,3300000000.0,3300000000.0,541548.0,0
,412044072.0,,18835085.0,0
,342238235370.0,,57681931.0,0
,,,34432514.0,0
,51200000000.0,,16430739.0,0
,,,66821.0,0
,148336330467.0,,,0
,,,89608000.0,0
,1211917500.0,,119991141.5,0
,1347063000.0,,107304.0,0
,85490454120.0,,256158172.0,0
59.0,1959503220.0,4939765520.0,10108035.0,0
,468907407215058.0,,,0
23.0,878000000.0,6330703767.0,2204096.0,0
16.0,,609405045.0,37515.0,0
,,,2499525.0,0
67.0,8162578387.0,11651995657.0,,0
6.0,387506460.0,387506460.0,99163167.0,0
6.0,693064020.0,693064020.0,11924142.0,0
,,,107241.0,0
,,,13639797.0,0
,12735583131609.0,,4151105842.7,0
,5331256000.0,,100117423.4,0
,28600000000.0,,167793691.0,0
,,,67656671.0,0
,55098957810.0,,100831.0,0
,123102861770.0,,,0
,6120000000.0,,44155020.0,0
3.0,384372388.0,384372388.0,715026.0,0
,,,536817890.0,0
,,,50327359.0,0
,,,20798502.0,0
27.0,5799259484.0,10276997447.0,126128599.2,0
,2258364625.0,,2285791.4,0
201.0,2405599878.0,7737732002.0,1852412.0,0
,440865000000.0,,1518583636.0,0
51.0,5110866221.0,5171507741.0,2979113.0,0
,,,20425053.0,0
,83982654110.0,,,0
,30000000.0,,85891446.0,0
,,,54496264.0,0
,859644010995.0,,,0
13.0,2027062212.0,4053344591.0,1296692.0,0
,,,31296798.0,0
1.0,2611000.0,2611000.0,,0
,4500000000.0,,603314.0,0
,245725599721.0,,,0
91.0,1225718858.0,2366504762.0,1136170.0,0
,,,22898717.0,0
,235798328520.0,,180554372.0,0
,,,,0
,,,4720528.0,0
,131926180000.0,,8752404.0,0
,,,2107973.0,0
,,,487104.0,0
,31260172622.0,,77924282.0,0
201.0,6601357484.0,14011083237.0,260805241.0,0
48.0,3922660000.0,9711769589.0,,0
,35000000.0,,705394.0,0
,,,171338.0,0
1.0,18278000.0,18278000.0,827000.0,0
,59400000000.0,,47047979.0,0
,22522976600.0,,2096491.0,0
,10010000000.0,,162019.0,0
,35845606336.0,,,0
,49920000000.0,,4989800.0,0
,278803366030.0,,14238326.0,0
,44612000000.0,,486299.0,0
,1326427519520.0,,743648044.0,0
,217914702.0,,6777.0,0
,,,,0
,,,1785836.0,0
1.0,,7000000000.0,,0
4.0,261635296.0,271919296.0,67300.0,0
,,,50729.0,0
164.0,9276269432.0,27203460144.0,5349696100.0,0
,,,77487294.0,0
,,,1020020.0,0
,491318314604.0,,,0
,101267767800.0,,106925429.0,0
1.0,5000000.0,5000000.0,5000000.0,0
,,,149191525.0,0
,,,357232986.0,0
64.0,2086400457.0,3559356166.0,0.0,0
,1578854308.0,,12074304.0,0
,112952464280.0,,,0
,160500136455.0,,,0
,,,985996897.0,0
136.0,3520695727.0,8316292107.0,,0
11.0,135000000000.0,251587600000.0,99354892836.0,0
,48858435000.0,,23447666.8,0
2.0,54000000.0,131000000.0,10864.0,0
,56126000000.0,,671842.0,0
,12211424964.0,,1746267.0,0
,899078000000.0,,1701681312.0,0
,750000000.0,,1166607.0,0
,8017015284.0,,324550311.0,0
18.0,512000000.0,1440920566.0,1914666.0,0
44.0,68586663463.0,85992673874.0,410508.0,0
77.0,21454393498.0,30574031032.0,31992.0,0
,385684760860.0,,90082684.0,0
,227040000.0,,758259.0,0
,437344000.0,,3175267.0,0
10.0,696936400.0,905936400.0,3620109.0,0
,1981350000000.0,,443364240.0,0
18.0,349769436.0,449742228.0,3512989.0,0
,,,238791.0,0
,,,24430673.0,0
,,,1166789.0,0
19.0,136619000.0,229771000.0,1039230.0,0
21.0,5143158856.0,5143158856.0,22554475.0,0
,,,144044763.0,0
,10744500000.0,,242708520.0,0
,441888551.0,,1528904.0,0
,34606672165.0,,145115428.0,0
,626782628.0,,2421.0,0
,,,96655886.0,0
46.0,18250007704.0,27501473707.0,1321399.0,0
,,,2663470.0,0
,466574145281.0,,,0
,639000000.0,,6101963.0,0
,,,87673.0,0
15.0,594900000.0,1100476000.0,285576604.0,0
28.0,2127067000.0,4100179000.0,14486159.0,0
,2924800000.0,,3523657.0,0
,,,34561059.0,0
,,,128711323.0,0
,4160000000.0,,43266683.0,0
30.0,1732205000.0,4611114000.0,4861537.0,0
,5512716000.0,,1066450.0,0
,,,74112526.0,0
,3123900000.0,,39739522.0,0
,,,82374710.0,0
,1221833184132.0,,,0
,120000000.0,,4821515.0,0
46.0,162679150.0,11359601186.0,,0
,,,1181145.0,0
,,,54499588.0,0
,36568665000.0,,67820294.0,0
,805000000.0,,2040817.0,0
,20904000000.0,,1018761.0,0
13.0,227065224.0,402407084.0,321329.0,0
,,,106811768.0,0
,,,270216575.0,0
,,,402595135.0,0
1.0,,200000000.0,62788118.0,0
,,,,0
,,,,0
,,,2364016.0,0
,167320646.0,,3055473.0,0
,26400000000.0,,35053362.0,0
79.0,24537977403.0,58279055999.0,20833549.0,0
282.0,12329706563.0,29336729652.0,2567373474.0,0
8.0,692900000.0,1914508083.0,74774.0,0
,,,5045807.0,0
48.0,5039080000.0,20438053385.0,907337.0,0
8.0,64000000.0,108800000.0,314872.0,0
8.0,235990000.0,417990000.0,13662.0,0
76.0,4140404318.0,10319514896.0,4318825.0,0
,3625082681.0,,,0
,1590000000.0,,13301198.0,0
,,,308506073.0,0
214.0,754054828.0,1833849617.0,,0
,132838829280.0,,518051330.0,0
,,,30747536.0,0
,,,96894618.0,0
130.0,17356418807.0,33368907623.0,,0
,,,49298432.0,0
,6240000000.0,,840690.0,0
,2288191532928.0,,1688611010.0,0
,5333521700752.0,,,0
,,,1043232.0,0
,,,1706368.0,0
,33401753971.0,,5644665.0,0
,8137337700.0,,303407594.0,0
,,,87486.0,0
,164137000000.0,,276806809.0,0
,,,20638985.0,0
62.0,1123000000.0,5628431719.0,2432417.0,0
,,,1694588.0,0
14.0,510640000.0,279402328280.0,3672840.0,0
,,,28387581.0,0
,100000.0,,1100.0,0
,,,325790751.0,0
,190044000.0,,21723232.0,0
,339457693140.0,,58532253.0,0
,4978677138534.0,,404504483.0,0
61.0,14836262776.0,30584789074.0,,1
,,,14280.0,0
,,,,0
,877930762500.0,,1853202359.0,0
,,,5232514.0,0
6.0,424413425.0,1525980548.0,5643685.0,0
,,,977442.0,0
,13100000000.0,,1257456.0,0
,17519040000.0,,5640375.0,0
,,,33598668.0,0
,2028816614748.0,,296145711.0,0
,10280000000.0,,523466718.0,0
,3930240870078.0,,328391324.0,0
,,,,0
,,,177864739.0,0
29.0,1409958852.0,2824400851.0,,0
,3800000000.0,,85573104.0,0
,15365235000.0,,288522272.0,0
2.0,69403016.0,69403016.0,110385278.0,0
,3979000000.0,,13506134.0,0
,,,10681410.0,0
,,,261868529.0,0
,76961862720.0,,912563443.0,0
,52668124880.0,,15177204.0,0
,,,184159.0,0
212.0,1792947173.0,4027082890.0,70311359.0,0
,,,51332131.0,0
,,,2355230.0,0
,1488389844829.0,,,0
111.0,10232584617.0,16025089617.0,3325539.6,0
,91384332383.0,,48636384.0,0
,73500000000.0,,582320.0,0
,,,36687.0,0
,13986495527.0,,62739297.0,0
,2083662388.0,,1202887.0,0
,174160000000.0,,311184808.0,0
11.0,4861154000.0,4861154000.0,1436839.0,0
,,,35095.0,0
,,,543834533.0,0
1.0,500000.0,500000.0,1005840.0,0
,,,855209.0,0
389.0,746686821860.0,2302319302940.0,1142847545.0,0
38.0,2524222623.0,3904886843.0,,0
1.0,1200000.0,1200000.0,,1
,,,24640371.0,0
,1993882049280.0,,1770685412.0,0
,,,1430940627.0,0
,,,4449899.0,0
,,,1022020.0,0
,,,33595912.0,0
,,,1173082.0,0
,139576794288.0,,943115710.0,0
277.0,8713218786.0,16494815838.0,,0
,,,0.0,0
,180104695704.0,,,0
24.0,3054342805.0,7442134128.0,37836563.0,0
,,,219165989.0,0
2.0,10000000.0,10000000.0,,0
19.0,1345120000.0,2508725000.0,320016.0,0
11.0,527380140.0,662081740.0,10253980.0,0
,231317356700.0,,59209958.0,0
13.0,1309449516.0,2610401695.0,,0
,,,168016743.0,0
246.0,52890905366.0,122026016633.0,232668068.0,0
,720000000.0,,264003419.0,0
,,,2754.0,0
,1000007592225.0,,803143343.4,0
,,,546916596.0,0
11.0,2248437000.0,3463437000.0,65600495.0,0
,2667603938706.0,,48986208.0,0
,,,1395421.0,0
4.0,11000000.0,11000000.0,,0
,2849959346896.0,,2910227163.0,0
,,,26809.0,0
6.0,473758013.0,473758013.0,1451987.0,0
,910982800000.0,,357058023.0,0
19.0,99016000.0,833238000.0,7607803.0,0
,,,18715486.0,0
,3744379115.0,,848954548.0,0
23.0,2033081825.0,3044685757.0,81425.0,0
31.0,1421907673.0,7886231937.0,1000000.0,0
98.0,14012597587.0,28174378537.0,,0
47.0,6159141780.0,19489839524.0,8977.0,0
,,,10777621.0,0
,,,114787384.0,0
,,,3074914.0,0
3.0,3000000.0,185526200.0,2255800.0,0
,149225000000.0,,107569423.0,0
46.0,5482021009.0,10596379671.0,291812763.0,0
,17010000000.0,,283592083.0,0
,,,211226222.0,0
,6840000000.0,,2424077.0,0
36.0,662246465.0,948246465.0,888446.0,0
,167832288000.0,,29916655.0,0
31.0,332058868.0,487419823.0,12724461.0,0
2.0,4000000.0,4000000.0,5500953.0,0
8.0,573558000.0,914078000.0,1808175.0,0
,366035976.0,,80656704.0,0
,,,1216688.0,0
,14645369200.0,,786351.0,0
,600000000.0,,145376788.0,0
,,,103549.0,0
,,,170270566.0,0
128.0,4759821679.0,12688997715.0,,0
,,,60760659.0,0
,,,25293351.0,0
8.0,729000000.0,729000000.0,29249236.0,0
,513629980720.0,,,0
,,,12993038.0,0
99.0,18130818761.0,61112217247.0,2190800384.0,0
,39340876928.0,,,0
92.0,1758080629.0,3378296480.0,,0
,253546566453.0,,,0
,5773710407616.0,,120587669.0,0
,,,1070226.0,0
3.0,290000000.0,860000000.0,301266841.0,0
,,,1224128.0,0
33.0,364570550.0,4521326405.0,13477671960.0,0
29.0,315332128.0,1039261540.0,89798461.0,0
,476464920064.0,,65742.0,0
,8778712600.0,,12048026.0,0
,,,10000.0,0
84.0,561475708.0,850585205.0,73555268.0,0
,,,1881445.0,0
,226476434176.0,,1209751266.0,0
1.0,,50000000.0,,0
,407907941.0,,1240525.0,0
6.0,5250000.0,12675000.0,56647.0,0
245.0,35318788279.0,82835750214.0,25864733.0,0
,5860400000000.0,,4768771799.52,0
,4380165000.0,,885386.0,0
,240000000.0,,746054.0,0
,,,83389071.0,0
,24135000000.0,,73280102.0,0
3.0,,14310450.0,29164672.0,0
,,,94373790.0,0
,,,1022834.0,0
76.0,6830943842.0,9096406040.0,,0
,3852599166990.0,,2186007771.0,0
,,,67125102.0,0
,,,,0
,,,554354303.0,0
,2250000000.0,,,0
,,,1030106.0,0
,,,146075022.0,0
,177362162142.0,,2409557009.0,0
,,,5800828.0,0
1.0,,130000000.0,4213001.0,0
,60520110.0,,95858.0,0
,18320000000.0,,1008124.0,0
275.0,4744226428.0,7657429078.0,,0
,2496750360000.0,,3832524283.8,0
5.0,8327000000.0,10073417315.0,320379.0,0
,,,832646987.0,0
,,,2611490.0,0
,,,2911677.0,0
,,,37129189.0,0
,,,6094434.0,0
,,,78852.2,0
,,,24616334.0,0
,,,1362656.2,0
,57000000000.0,,175856816.0,0
2.0,21263403.0,24263403.0,490784.0,0
,3610200000.0,,54380859.0,0
,272860749840.0,,,0
,,,14419295.0,0
,4680000000.0,,11468462.0,0
,49366850000.0,,11327335.0,0
,5000000000.0,,57756318.0,0
141.0,326901641.0,556032380.0,2983988.0,0
,,,2781130.0,0
,,,3628549.0,0
9.0,,302544000.0,2495546.0,0
41.0,860000000.0,4222242344.0,758407.0,0
21.0,10072173.0,756785290.0,,0
319.0,102968561207.0,249657377164.0,4350269396.0,0
,,,95380965.0,0
,,,1168034.0,0
,,,5584271.0,0
497.0,8209763620.0,16677641814.0,380023526.0,0
2.0,,440810285.0,2255148.0,0
,,,2465147.0,0
31.0,265935204.0,1144838194.0,99028.0,0
242.0,8549200080.0,14437415831.0,,0
2.0,114000000.0,114000000.0,1173761.0,0
,200000000.0,,,0
,,,1000000.0,0
,,,,0
,203217079331.0,,667034436.0,0
6.0,290632320.0,526632320.0,157119108.0,0
5.0,,2035999670.0,7286260.0,0
,7375232298000.0,,,0
4.0,648410420.0,648410420.0,74133.0,0
48.0,78968560.0,150456009.0,,0
,,,4509665.0,0
,331878317720.0,,,0
,,,668323.0,0
2.0,,300069863.0,171088276.0,0
,,,100290880.0,0
,,,971105.0,0
,,,599228744.0,0
,179200000000.0,,401360789.0,0
,34784000000.0,,679308205.0,0
35.0,18163682.0,50877689.0,23816938.0,0
,,,,0
48.0,20665915341.0,27682452780.0,5860014.0,0
,,,21506673.3,0
,,,77093670.0,0
,,,1287913.0,0
,,,768259874.0,0
,4040000000.0,,7802353.0,0
,,,59403451.0,0
,,,681949.0,0
,6245000000.0,,58942107.0,0
87.0,4135301171.0,8338612285.0,,0
2.0,610320000.0,910320000.0,165853977.0,0
,90300000000.0,,1222569074.0,0
,,,26812.0,0
,,,11026138.0,0
2.0,1400000000.0,1400000000.0,2064258.0,0
,,,30664964.0,0
75.0,1488124420.0,3257909617.0,76015250.0,0
21.0,266240000.0,611127007.0,338605776.0,0
,6183021168.0,,23179212.0,0
,,,2092762.0,0
,,,302327.0,0
1268.0,234854488143.0,460843825505.0,7362595874.9,0
,95378458275.0,,31046776.0,0
,,,,0
7.0,41896231.0,41896231.0,122834.0,0
,,,1484013.0,0
,840000000.0,,3557121.0,0
,32621166000.0,,69531610.0,0
,213957143576.0,,33621529.0,0
,86473308234.0,,12256475.0,0
20.0,18609113839.0,27083970864.0,182811222.0,0
1.0,,14600000.0,11672056.0,0
,,,126216.0,0
,30015510490.0,,1579897.0,0
,258102009000.0,,433836992.0,0
48.0,43550470799.0,66449039119.0,,0
,23002036200.0,,274827087.0,0
2.0,,42066712.0,35642767.0,0
,,,1295116.0,0
,1132933342923.0,,,0
,,,3054132.1,0
,,,13821249.0,0
,29930000000.0,,671038439.0,0
,55839897180.0,,586092791.0,0
,25200000000.0,,366199231.0,0
,,,12612.0,0
65.0,14761872038.0,22572822618.0,,0
,,,7208687.0,0
,60589118898.0,,,0
,540443457120.0,,,0
,3263003389416.0,,227281886.0,0
157.0,9229771353.0,25124219180.0,,0
,10629183959570.0,,287914999.0,0
,502209724214.0,,,0
6.0,86130600.0,165896000.0,8232298.0,0
,43731420000.0,,1881151870.0,0
,980348354912.0,,11183508843.0,0
,29893724470.0,,,0
95.0,8089330492.0,11613121036.0,0.0,0
,45591997672.0,,,0
,,,,0
,,,47945.0,0
32.0,4980112730.0,10007718146.0,,0
11.0,2300000.0,1994196833.0,94558.0,0
3.0,829999000.0,829999000.0,326718020.0,0
,16488000000.0,,156352539.0,0
,11824782064420.0,,,0
,132154610200.0,,70529926.0,0
,,,278900924.0,0
,,,115278.0,0
,,,94410.0,0
,,,15174861.0,0
,299000000.0,,3172521.0,0
,,,6799875.0,0
,28392297686.0,,118057477.0,0
,6255765000.0,,30883697.0,0
,,,1927328.0,0
,1995272985107.9,,70251665.4,0
28.0,671057000.0,1130149608.0,131940700.0,0
,,,16160539.0,0
,3975000000.0,,,0
,296841035280.0,,109030712.0,0
,,,402158422.0,0
,208596958801.0,,675128813.0,0
,,,43570666.0,0
66.0,724929829.0,1449364572.0,63400.0,0
53.0,14227756789.0,19270138817.0,5196227.0,0
,1995279000.0,,41943078.0,0
,662174229845.0,,72265840.0,0
,47950000000.0,,530001726.0,0
,52700000000.0,,167107196.0,0
82.0,1026233361.0,3418636025.0,,0
,209559000.0,,1315517.0,0
,,,41100.0,0
,,,,0
5.0,445848040.0,1345848040.0,86050763.0,0
,,,688861.0,0
,13956000000.0,,38850.0,0
,,,53019.0,0
,1463649900000.0,,8702734221.0,0
6.0,2822474236.0,2822474236.0,0.0,0
44.0,3603757700.0,7171449540.0,490473.0,0
15.0,285060057.0,520560057.0,117940344.0,0
18.0,1746664799.0,1746664799.0,293241088.0,0
,,,28596764.0,0
,1526507153.0,,71122.0,0
4.0,18424216.0,18424216.0,,0
24.0,,23434986444.0,500.0,0
,736205209194.0,,,0
16.0,326784706.0,596904406.0,31971835.0,0
,69722100000.0,,310946472.0,0
2.0,4416769.0,88416769.0,0.0,0
,295945600524.0,,,0
,,,,0
,,,34074540.0,0
8.0,,993827081.0,6789.0,0
,2764264050000.0,,,0
3.0,14000000.0,14000000.0,1845022.0,0
2.0,29412988.0,29412988.0,2223212.0,0
,,,5950.0,0
,832326027087.0,,1004287.0,0
,,,362518961.0,0
,,,138911802.0,0
,30450000000.0,,314039185.0,0
,,,11399.0,0
,,,53925914.0,0
39.0,4278248748.0,5919395723.0,4476266.0,0
13.0,2062000000.0,5049500000.0,1500217.0,0
,4384800000.0,,3823500.0,0
,,,,0
,,,52844142.0,0
96.0,10701828191.0,17114179851.0,,0
40.0,11307080284.0,13498223484.0,3160498.0,0
2.0,71200000.0,71200000.0,53652016.0,0
,,,75943.0,0
,,,130322823.0,0
,3030000000.0,,,0
,,,,0
21.0,327237000.0,2776914800.0,1323831.0,0
14.0,,63697933.0,14686.0,0
,262500000.0,,92794163.0,0
21.0,2292837448.0,3537375340.0,97086419.0,0
,14175000000.0,,326484907.0,0
,,,36088.0,0
,97314000000.0,,69759894.0,0
,,,18660491.0,0
,29235116000.0,,545731755.9,0
18.0,29956659786.0,44796659786.0,13259824.0,0
,,,30705026.0,0
,,,33164821.0,0
,4000000000.0,,3598624201.0,0
14.0,22263831.0,30453601.0,,0
,,,,0
,,,21028497.0,0
,6480000000.0,,307194228.25,0
11.0,910773734.0,1916457492.0,1629026.0,0
,,,2109902.0,0
4.0,70000000.0,133000000.0,23260342.0,0
84.0,4292988063.0,8062672167.0,1006850.0,0
,7840000000.0,,188287382.0,0
25.0,10558000000.0,27099446712.0,,0
,,,18274886.0,0
,290649925662.0,,282786188.0,0
,5700000000.0,,191650956.0,0
,,,919898359.0,0
,,,,0
,,,21612.0,0
2136.0,447671983988.0,1053760639575.0,26619569762.8,0
7.0,173725340.0,173725340.0,,0
,5640000000.0,,70230845.0,0
,76249082184.0,,,0
8.0,300000000.0,1119696297.0,1231594.0,0
23.0,790392205.0,1582913683.0,96534775.0,0
,,,497944.0,0
,5408040000.0,,25485.0,0
,8520000000.0,,842067.0,0
,,,,0
2.0,151000000.0,151000000.0,1305625.0,0
,,,85778647.9,0
6.0,39948292.0,90464860.0,,0
,,,36574181.0,0
,,,2610025.0,0
,17947081366838.0,,,0
,,,6300.0,0
,,,47999.0,0
23.0,159615809.0,250373713.0,7195782.0,0
3.0,111000000.0,336000000.0,3776158.0,0
,1351790000000.0,,102183084.0,0
,,,21239.0,0
,24990000000.0,,62008006.0,0
,8627294494.0,,,0
,840000000.0,,91590381.0,0
2.0,254570950.0,254570950.0,21176282.0,0
,,,1049030.0,0
,,,46894.0,0
,,,996489.0,0
3.0,137000000.0,437000000.0,10672000.0,0
,,,14180828.0,0
,907046534578918.0,,5890413934.0,0
,,,17298971.0,0
,,,7109.0,0
,,,58732.0,0
84.0,2563860988.0,3103321637.0,,0
114.0,164175326487.0,293584897587.0,2278923572.0,0
,45670466888.0,,4035742786.12,0
,96514000000.0,,31884487.0,0
173.0,4651191452.0,9530820358.0,,1
,204104535550.0,,,0
,,,2063963.0,0
,,,6766623.0,0
32.0,3312640657.0,6959881613.0,,0
9.0,1510198781.0,2090198781.0,1550806.0,0
21.0,,1457214943.0,,0
,11984000000.0,,123229283.0,0
55.0,25216991041.0,54414359808.0,3330110.0,0
,11111200000.0,,969457814.0,0
,530094000.0,,218908467.0,0
1.0,,38400000.0,16751450.0,0
,3001986008000.0,,418891484.0,0
9.0,94997500.0,95266388.0,5097895.0,0
,50000000.0,,139661110.0,0
,151383219696.0,,874685.0,0
,,,,0
,,,385991.0,0
12.0,759500000.0,849500000.0,486529238.0,0
,,,2314800.0,0
,1230000000.0,,383868540.0,0
,,,104393725.0,0
,,,944.0,0
,,,49468102.0,0
93.0,132007059338.0,280375206275.0,797754006.6,0
1.0,1000000.0,1000000.0,0.0,0
6.0,41260548241.0,55701172162.0,19603743.0,0
7.0,1005769863.0,1510291109.0,77778.0,0
,,,2126966.0,0
,,,13907379.0,0
,,,587107314.0,0
19.0,24643993356.0,27829880032.0,32592575.0,0
,,,,0
14.0,19707528194.0,144815897297.0,42629547.9,0
70.0,1962794589.0,3728441223.0,190854.0,0
,20880000000.0,,,1
,1175400000.0,,4284531.0,0
,19152000000.0,,322341.0,0
,,,2320425.0,0
,33747000000.0,,46859119.0,0
45.0,2347685304.0,3648378728.0,,0
,90679680.0,,2478508.0,0
,,,93036966.0,0
,6778405104.0,,475529624.0,0
,870344472000.0,,1751555.0,0
73.0,14355737218.0,27394129826.0,847090.0,0
,7670000000.0,,6557235.0,0
,,,40430003.0,0
,4930000000.0,,1905295.0,0
1.0,70000000.0,70000000.0,3535320408.0,0
24.0,256893590.0,670323590.0,12596209.0,0
,966705600000.0,,101000000.0,0
11.0,447696893.0,1295365893.0,1310082.0,0
63.0,10348680165.0,16119586150.0,2743724478.1,0
67.0,2983449178.0,6102965161.0,,0
,800000000.0,,189147560.0,0
,500000000.0,,5358639.0,0
,1320000000.0,,20333346.0,0
4.0,50000000.0,120500000.0,42670077.0,0
,912896000.0,,127040.0,0
,,,361963897.0,0
13.0,125557829.0,125557829.0,1153593.0,0
,,,175500.0,0
,100791552400.0,,33734812.0,0
,,,110602593.0,0
542.0,82202177224.0,198465540243.0,3792679470.0,0
,,,,0
,172150400.0,,34850170.0,0
53.0,89878232.0,1679728305.0,,0
20.0,66988762.0,1826478616.0,,0
,,,,0
,,,106761475.0,0
9.0,48330172.0,555518161.0,,0
,,,56169.0,0
6.0,450000000.0,1855412000.0,206930370.0,0
,,,119983172.0,0
,,,5259344.0,0
,,,14305789.0,0
,242400000000.0,,3443405530.7,0
6.0,,1893081225.0,1766874072.0,0
,1369606731293.0,,539796705.0,0
,,,227684.0,0
50.0,5330920408.0,9950258703.0,37435386.0,0
1.0,525000000.0,525000000.0,212063.3,0
,,,10922442.0,0
,,,39357153.0,0
,459493168400.0,,1403801485.5,0
,,,61550218.0,0
,,,,0
,,,,0
,,,,0
,8066176342.0,,1000000.0,0
,,,18243111.0,0
,,,146423635.0,0
,400990699725.0,,1221931.0,0
,,,794108.0,0
,,,26701156.0,0
,,,,0
,4285873683450.0,,414620182.0,0
1.0,,12000000.0,,0
,33651467800.0,,626341558.0,0
,73755000.0,,3329618.0,0
40.0,2487000000.0,8218000000.0,,0
,,,259244.0,0
,,,8556157.0,0
,,,55407825.0,0
19.0,898000000.0,1562000000.0,1209044.0,0
,58995000000.0,,6970004.0,0
,499000000000.0,,789051180.0,0
,,,7009880.0,0
,247272377856.0,,,0
,4774381886176.0,,13507313.0,0
6.0,588505748.0,588505748.0,28999.0,0
,1330483042226.0,,,0
,8243679780.0,,107560631.0,0
,59101406280.0,,560926.0,0
,,,33056940.0,0
,,,115068562.0,0
,,,538447.0,0
35.0,1090160545.0,2182663226.0,319827198.0,0
,12184680800.0,,,0
,21428277800.0,,6216411.0,0
,,,66155.0,0
,,,1372005.0,0
8.0,162000000.0,422000000.0,127650545.0,0
5.0,5053188036.0,5053188036.0,515269.0,0
,1112776000.0,,10583792.0,0
56.0,3170385324.0,5525327235.0,49146.0,0
19.0,961382390.0,1536839866.0,251916325.0,0
,12825000000.0,,23377596.0,0
,,,60424967.0,0
,16020000000.0,,531519930.0,0
1.0,102467670.0,102467670.0,170000.0,0
1.0,7000000000.0,7000000000.0,,0
,,,5829853.0,0
,,,30083.0,0
,,,1014444.0,0
,62401351185.0,,,0
,,,,0
2.0,47000000.0,85000000.0,1372820.0,0
,,,266028508.0,0
10.0,5639790000.0,6112790000.0,411579.0,0
6.0,3007070137.0,6707070137.0,7216751.0,0
,1820000000.0,,745087.0,0
,47040000000.0,,5898218.0,0
,,,1095769.0,0
,19040000000.0,,1101524163.0,0
